city,dates,host_team,match_id,player_of_match,result,season,toss_decision,toss_winner,venue,visiting_team,winner
Jaipur,2019-04-02 00:00:00,Rajasthan Royals,650.0,S Gopal,1,2019,field,Rajasthan Royals,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals
Mumbai,2019-04-03 00:00:00,Mumbai Indians,651.0,HH Pandya,1,2019,field,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Mumbai Indians
Delhi,2019-04-04 00:00:00,Delhi Capitals,652.0,JM Bairstow,1,2019,field,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,Sunrisers Hyderabad
Bengaluru,2019-04-05 00:00:00,Royal Challengers Bangalore,653.0,AD Russell,1,2019,field,Kolkata Knight Riders,M.Chinnaswamy Stadium,Kolkata Knight Riders,Kolkata Knight Riders
Chennai,2019-04-06 00:00:00,Chennai Super Kings,654.0,Harbhajan Singh,1,2019,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings
Hyderabad,2019-04-06 00:00:00,Sunrisers Hyderabad,655.0,AS Joseph,1,2019,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians
Bengaluru,2019-04-07 00:00:00,Royal Challengers Bangalore,656.0,K Rabada,1,2019,field,Delhi Capitals,M.Chinnaswamy Stadium,Delhi Capitals,Delhi Capitals
Jaipur,2019-04-07 00:00:00,Rajasthan Royals,657.0,HF Gurney,1,2019,field,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,Kolkata Knight Riders
Chandigarh,2019-04-08 00:00:00,Kings XI Punjab,658.0,KL Rahul,1,2019,field,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab
Chennai,2019-04-09 00:00:00,Chennai Super Kings,659.0,DL Chahar,1,2019,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings
Mumbai,2019-04-10 00:00:00,Mumbai Indians,660.0,KA Pollard,1,2019,field,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,Mumbai Indians
Jaipur,2019-04-11 00:00:00,Rajasthan Royals,661.0,MS Dhoni,1,2019,field,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,Chennai Super Kings
Kolkata,2019-04-12 00:00:00,Kolkata Knight Riders,662.0,S Dhawan,1,2019,field,Delhi Capitals,Eden Gardens,Delhi Capitals,Delhi Capitals
Mumbai,2019-04-13 00:00:00,Mumbai Indians,663.0,JC Buttler,1,2019,field,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,Rajasthan Royals
Chandigarh,2019-04-13 00:00:00,Kings XI Punjab,664.0,AB de Villiers,1,2019,field,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bangalore,Royal Challengers Bangalore
Kolkata,2019-04-14 00:00:00,Kolkata Knight Riders,665.0,Imran Tahir,1,2019,field,Chennai Super Kings,Eden Gardens,Chennai Super Kings,Chennai Super Kings
Hyderabad,2019-04-14 00:00:00,Sunrisers Hyderabad,666.0,KMA Paul,1,2019,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,Delhi Capitals
Mumbai,2019-04-15 00:00:00,Mumbai Indians,667.0,SL Malinga,1,2019,field,Mumbai Indians,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians
Chandigarh,2019-04-16 00:00:00,Kings XI Punjab,668.0,R Ashwin,1,2019,field,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,Kings XI Punjab
Hyderabad,2019-04-17 00:00:00,Sunrisers Hyderabad,669.0,DA Warner,1,2019,bat,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Sunrisers Hyderabad
Mumbai,2018-04-07 00:00:00,Mumbai Indians,670.0,DJ Bravo,1,2018,field,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Chennai Super Kings
Chandigarh,2018-04-08 00:00:00,Kings XI Punjab,671.0,KL Rahul,1,2018,field,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Kings XI Punjab
Kolkata,2018-04-08 00:00:00,Kolkata Knight Riders,672.0,SP Narine,1,2018,field,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders
Hyderabad,2018-04-09 00:00:00,Sunrisers Hyderabad,673.0,S Dhawan,1,2018,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,Sunrisers Hyderabad
Chennai,2018-04-10 00:00:00,Chennai Super Kings,674.0,SW Billings,1,2018,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings
Jaipur,2018-04-11 00:00:00,Rajasthan Royals,675.0,SV Samson,1,2018,field,Delhi Daredevils,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals
Hyderabad,2018-04-12 00:00:00,Sunrisers Hyderabad,676.0,Rashid Khan,1,2018,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad
Bengaluru,2018-04-13 00:00:00,Royal Challengers Bangalore,677.0,UT Yadav,1,2018,field,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore
Mumbai,2018-04-14 00:00:00,Mumbai Indians,678.0,JJ Roy,1,2018,field,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,Delhi Daredevils
Kolkata,2018-04-14 00:00:00,Kolkata Knight Riders,679.0,B Stanlake,1,2018,field,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,Sunrisers Hyderabad
Bengaluru,2018-04-15 00:00:00,Royal Challengers Bangalore,680.0,SV Samson,1,2018,field,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Rajasthan Royals,Rajasthan Royals
Chandigarh,2018-04-15 00:00:00,Kings XI Punjab,681.0,CH Gayle,1,2018,field,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chennai Super Kings,Kings XI Punjab
Kolkata,2018-04-16 00:00:00,Kolkata Knight Riders,682.0,N Rana,1,2018,field,Delhi Daredevils,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders
Mumbai,2018-04-17 00:00:00,Mumbai Indians,683.0,RG Sharma,1,2018,field,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians
Jaipur,2018-04-18 00:00:00,Rajasthan Royals,684.0,N Rana,1,2018,field,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,Kolkata Knight Riders
Chandigarh,2018-04-19 00:00:00,Kings XI Punjab,685.0,CH Gayle,1,2018,bat,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab
Pune,2018-04-20 00:00:00,Chennai Super Kings,686.0,SR Watson,1,2018,field,Rajasthan Royals,Maharashtra Cricket Association Stadium,Rajasthan Royals,Chennai Super Kings
Kolkata,2018-04-21 00:00:00,Kolkata Knight Riders,687.0,KL Rahul,1,2018,field,Kings XI Punjab,Eden Gardens,Kings XI Punjab,Kings XI Punjab
Bengaluru,2018-04-21 00:00:00,Royal Challengers Bangalore,688.0,AB de Villiers,1,2018,field,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Delhi Daredevils,Royal Challengers Bangalore
Hyderabad,2018-04-22 00:00:00,Sunrisers Hyderabad,689.0,AT Rayudu,1,2018,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Chennai Super Kings
Jaipur,2018-04-22 00:00:00,Rajasthan Royals,690.0,JC Archer,1,2018,bat,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals
Delhi,2018-04-23 00:00:00,Delhi Daredevils,691.0,AS Rajpoot,1,2018,field,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,Kings XI Punjab
Mumbai,2018-04-24 00:00:00,Mumbai Indians,692.0,Rashid Khan,1,2018,field,Mumbai Indians,Wankhede Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad
Bengaluru,2018-04-25 00:00:00,Royal Challengers Bangalore,693.0,MS Dhoni,1,2018,field,Chennai Super Kings,M.Chinnaswamy Stadium,Chennai Super Kings,Chennai Super Kings
Hyderabad,2018-04-26 00:00:00,Sunrisers Hyderabad,694.0,AS Rajpoot,1,2018,field,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Sunrisers Hyderabad
Delhi,2018-04-27 00:00:00,Delhi Daredevils,695.0,SS Iyer,1,2018,field,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,Delhi Daredevils
Pune,2018-04-28 00:00:00,Chennai Super Kings,696.0,RG Sharma,1,2018,field,Mumbai Indians,Maharashtra Cricket Association Stadium,Mumbai Indians,Mumbai Indians
Jaipur,2018-04-29 00:00:00,Rajasthan Royals,697.0,KS Williamson,1,2018,bat,Sunrisers Hyderabad,Sawai Mansingh Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad
Bengaluru,2018-04-29 00:00:00,Royal Challengers Bangalore,698.0,CA Lynn,1,2018,field,Kolkata Knight Riders,M.Chinnaswamy Stadium,Kolkata Knight Riders,Kolkata Knight Riders
Pune,2018-04-30 00:00:00,Chennai Super Kings,699.0,SR Watson,1,2018,field,Delhi Daredevils,Maharashtra Cricket Association Stadium,Delhi Daredevils,Chennai Super Kings
Bengaluru,2018-05-01 00:00:00,Royal Challengers Bangalore,700.0,TG Southee,1,2018,field,Mumbai Indians,M.Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore
Delhi,2018-05-02 00:00:00,Delhi Daredevils,701.0,RR Pant,1,2018,field,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils
Kolkata,2018-05-03 00:00:00,Kolkata Knight Riders,702.0,SP Narine,1,2018,field,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders
Indore,2018-05-04 00:00:00,Kings XI Punjab,703.0,SA Yadav,1,2018,field,Mumbai Indians,Holkar Cricket Stadium,Mumbai Indians,Mumbai Indians
Pune,2018-05-05 00:00:00,Chennai Super Kings,704.0,RA Jadeja,1,2018,field,Chennai Super Kings,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Chennai Super Kings
Hyderabad,2018-05-05 00:00:00,Sunrisers Hyderabad,705.0,Rashid Khan,1,2018,bat,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Sunrisers Hyderabad
Mumbai,2018-05-06 00:00:00,Mumbai Indians,706.0,HH Pandya,1,2018,field,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians
Indore,2018-05-06 00:00:00,Kings XI Punjab,707.0,Mujeeb Ur Rahman,1,2018,field,Kings XI Punjab,Holkar Cricket Stadium,Rajasthan Royals,Kings XI Punjab
Hyderabad,2018-05-07 00:00:00,Sunrisers Hyderabad,708.0,KS Williamson,1,2018,field,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad
Jaipur,2018-05-08 00:00:00,Rajasthan Royals,709.0,JC Buttler,1,2018,bat,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals
Kolkata,2018-05-09 00:00:00,Kolkata Knight Riders,710.0,Ishan Kishan,1,2018,field,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,Mumbai Indians
Delhi,2018-05-10 00:00:00,Delhi Daredevils,711.0,S Dhawan,1,2018,bat,Delhi Daredevils,Feroz Shah Kotla,Sunrisers Hyderabad,Sunrisers Hyderabad
Jaipur,2018-05-11 00:00:00,Rajasthan Royals,712.0,JC Buttler,1,2018,bat,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals
Indore,2018-05-12 00:00:00,Kings XI Punjab,713.0,SP Narine,1,2018,field,Kings XI Punjab,Holkar Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders
Delhi,2018-05-12 00:00:00,Delhi Daredevils,714.0,AB de Villiers,1,2018,field,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,Royal Challengers Bangalore
Pune,2018-05-13 00:00:00,Chennai Super Kings,715.0,AT Rayudu,1,2018,field,Chennai Super Kings,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings
Mumbai,2018-05-13 00:00:00,Mumbai Indians,716.0,JC Buttler,1,2018,field,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,Rajasthan Royals
Indore,2018-05-14 00:00:00,Kings XI Punjab,717.0,UT Yadav,1,2018,field,Royal Challengers Bangalore,Holkar Cricket Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore
Kolkata,2018-05-15 00:00:00,Kolkata Knight Riders,718.0,Kuldeep Yadav,1,2018,field,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders
Mumbai,2018-05-16 00:00:00,Mumbai Indians,719.0,JJ Bumrah,1,2018,field,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,Mumbai Indians
Bengaluru,2018-05-17 00:00:00,Royal Challengers Bangalore,720.0,AB de Villiers,1,2018,field,Sunrisers Hyderabad,M.Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
Delhi,2018-05-18 00:00:00,Delhi Daredevils,721.0,HV Patel,1,2018,field,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
Jaipur,2018-05-19 00:00:00,Rajasthan Royals,722.0,S Gopal,1,2018,bat,Rajasthan Royals,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals
Hyderabad,2018-05-19 00:00:00,Sunrisers Hyderabad,723.0,CA Lynn,1,2018,bat,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Kolkata Knight Riders
Delhi,2018-05-20 00:00:00,Delhi Daredevils,724.0,A Mishra,1,2018,bat,Delhi Daredevils,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils
Pune,2018-05-20 00:00:00,Chennai Super Kings,725.0,L Ngidi,1,2018,field,Chennai Super Kings,Maharashtra Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings
Mumbai,2018-05-22 00:00:00,Sunrisers Hyderabad,726.0,F du Plessis,1,2018,field,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Chennai Super Kings
Kolkata,2018-05-23 00:00:00,Kolkata Knight Riders,727.0,AD Russell,1,2018,field,Rajasthan Royals,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders
Kolkata,2018-05-25 00:00:00,Kolkata Knight Riders,728.0,Rashid Khan,1,2018,field,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,Sunrisers Hyderabad
Mumbai,2018-05-27 00:00:00,Chennai Super Kings,729.0,SR Watson,1,2018,field,Chennai Super Kings,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings
Delhi,2019-04-18 00:00:00,Delhi Capitals,730.0,HH Pandya,1,2019,bat,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,Mumbai Indians
Kolkata,2019-04-19 00:00:00,Kolkata Knight Riders,731.0,V Kohli,1,2019,field,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,Royal Challengers Bangalore
Jaipur,2019-04-20 00:00:00,Rajasthan Royals,732.0,SPD Smith,1,2019,field,Rajasthan Royals,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals
Delhi,2019-04-20 00:00:00,Delhi Capitals,733.0,SS Iyer,1,2019,field,Delhi Capitals,Feroz Shah Kotla,Kings XI Punjab,Delhi Capitals
Hyderabad,2019-04-21 00:00:00,Sunrisers Hyderabad,734.0,KK Ahmed,1,2019,field,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Sunrisers Hyderabad
Bengaluru,2019-04-21 00:00:00,Royal Challengers Bangalore,735.0,PA Patel,1,2019,field,Chennai Super Kings,M.Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore
Jaipur,2019-04-22 00:00:00,Rajasthan Royals,736.0,RR Pant,1,2019,field,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,Delhi Capitals
Chennai,2019-04-23 00:00:00,Chennai Super Kings,737.0,SR Watson,1,2019,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,Chennai Super Kings
Bengaluru,2019-04-24 00:00:00,Royal Challengers Bangalore,738.0,AB de Villiers,1,2019,field,Kings XI Punjab,M.Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore
Kolkata,2019-04-25 00:00:00,Kolkata Knight Riders,739.0,VR Aaron,1,2019,field,Rajasthan Royals,Eden Gardens,Rajasthan Royals,Rajasthan Royals
Chennai,2019-04-26 00:00:00,Chennai Super Kings,740.0,RG Sharma,1,2019,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Mumbai Indians
Jaipur,2019-04-27 00:00:00,Rajasthan Royals,741.0,JD Unadkat,1,2019,field,Rajasthan Royals,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals
Delhi,2019-04-28 00:00:00,Delhi Capitals,742.0,S Dhawan,1,2019,bat,Delhi Capitals,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Capitals
Kolkata,2019-04-28 00:00:00,Kolkata Knight Riders,743.0,AD Russell,1,2019,field,Mumbai Indians,Eden Gardens,Mumbai Indians,Kolkata Knight Riders
Hyderabad,2019-04-29 00:00:00,Sunrisers Hyderabad,744.0,DA Warner,1,2019,field,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Sunrisers Hyderabad
Bengaluru,2019-04-30 00:00:00,Royal Challengers Bangalore,745.0,,0,2019,field,Rajasthan Royals,M.Chinnaswamy Stadium,Rajasthan Royals,no result
Chennai,2019-05-01 00:00:00,Chennai Super Kings,746.0,MS Dhoni,1,2019,field,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",Delhi Capitals,Chennai Super Kings
Mumbai,2019-05-02 00:00:00,Mumbai Indians,747.0,JJ Bumrah,2,2019,bat,Mumbai Indians,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians
Chandigarh,2019-05-03 00:00:00,Kings XI Punjab,748.0,Shubman Gill,1,2019,field,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Kolkata Knight Riders
Delhi,2019-05-04 00:00:00,Delhi Capitals,749.0,A Mishra,1,2019,bat,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,Delhi Capitals
Bengaluru,2019-05-04 00:00:00,Royal Challengers Bangalore,750.0,SO Hetmyer,1,2019,field,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
Chandigarh,2019-05-05 00:00:00,Kings XI Punjab,751.0,KL Rahul,1,2019,field,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chennai Super Kings,Kings XI Punjab
Mumbai,2019-05-05 00:00:00,Mumbai Indians,752.0,HH Pandya,1,2019,field,Mumbai Indians,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians
Chennai,2019-05-07 00:00:00,Mumbai Indians,753.0,SA Yadav,1,2019,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians
Visakhapatnam,2019-05-08 00:00:00,Delhi Capitals,754.0,RR Pant,1,2019,field,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals
Visakhapatnam,2019-05-10 00:00:00,Chennai Super Kings,755.0,F du Plessis,1,2019,field,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Chennai Super Kings
Hyderabad,2019-05-12 00:00:00,Mumbai Indians,756.0,JJ Bumrah,1,2019,bat,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Mumbai Indians
Abu Dhabi,2020-09-19 00:00:00,Mumbai Indians,757.0,AT Rayudu,1,2020,field,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,Chennai Super Kings
,2020-09-20 00:00:00,Delhi Capitals,758.0,MP Stoinis,2,2020,field,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,Delhi Capitals
,2020-09-21 00:00:00,Royal Challengers Bangalore,759.0,YS Chahal,1,2020,field,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
,2020-09-22 00:00:00,Rajasthan Royals,760.0,SV Samson,1,2020,field,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,Rajasthan Royals
Abu Dhabi,2020-09-23 00:00:00,Mumbai Indians,761.0,RG Sharma,1,2020,field,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,Mumbai Indians
,2020-09-25 00:00:00,Delhi Capitals,762.0,PP Shaw,1,2020,field,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,Delhi Capitals
,2020-09-24 00:00:00,Kings XI Punjab,763.0,KL Rahul,1,2020,field,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab
Abu Dhabi,2020-09-26 00:00:00,Sunrisers Hyderabad,764.0,Shubman Gill,1,2020,bat,Sunrisers Hyderabad,Sheikh Zayed Stadium,Kolkata Knight Riders,Kolkata Knight Riders
,2020-09-27 00:00:00,Kings XI Punjab,765.0,SV Samson,1,2020,field,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,Rajasthan Royals
,2020-09-30 00:00:00,Kolkata Knight Riders,766.0,Shivam Mavi,1,2020,field,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
Abu Dhabi,2020-09-29 00:00:00,Sunrisers Hyderabad,767.0,Rashid Khan,1,2020,field,Delhi Capitals,Sheikh Zayed Stadium,Delhi Capitals,Sunrisers Hyderabad
,2020-09-28 00:00:00,Royal Challengers Bangalore,768.0,AB de Villiers,2,2020,field,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,Royal Challengers Bangalore
Abu Dhabi,2020-10-01 00:00:00,Mumbai Indians,769.0,KA Pollard,1,2020,field,Kings XI Punjab,Sheikh Zayed Stadium,Kings XI Punjab,Mumbai Indians
,2020-10-02 00:00:00,Sunrisers Hyderabad,770.0,PK Garg,1,2020,bat,Sunrisers Hyderabad,Dubai International Cricket Stadium,Chennai Super Kings,Sunrisers Hyderabad
